UEN,TRUE_IE,$,account,accreditation,add card,add to bag,add to cart,advert,adwords,alipay,american express,android,animation,atome,auction,automat,automobile,award,b2b,b2c,bag,bank,big,bigcommerce,blog,book,breakfast,buy,car,card,career,carousell,cart,cash,cash back,cashback,casino,check out,client,cloud,complete,consultancy,consultation,contact,contact form,customer,cyber,data,dating,deals,deliver,deliveroo,develop,development,domain,e-store,e-ticket,e-wallet,ecommerce,email,emarketing,enets,enquiry,enrol,equipment,escort,estore,facebook,favepay,firewall,foodpanda,form,free,game,get in touch,gift card,giftcard,goods,google pay,grab,grabpay,hack,hangout,hoolah,hostel,hosting,hotel,housing,instagram,intelligence,interactive,investor relations,iphone,job,kiosk,lazada,learn,linkedin,log in,log out,login,machine,magazine,magento,mail,mailing,mailing list,managed,marketing,marketplace,mastercard,media,member,menu,message,mobile,movie,multimedia,music,name,network,news,news alert,newsletter,offers,online,online store,order,partners,password,pay,paylah,paylater,payment,paynow,paypal,phone number,platform,premium,price,privacy,product,projects,promotion,purchase,qoo10,recognition,recruit,rent,research,reserv,restaurant,return,review,risk,robot,s$,sale,science,seo,serie,server,service,sgd,shipping,shop,shop pay,shopee,shopify,shopping bag,sign in,sign out,sign up,singtel dash,skype,snapchat,social media,software,spyware,store,stream,subject,submit,subscri,supply,tablet,testimonial,ticket,tiktok,topup,transfer,travel,trial,tuition,tutor,tutorial,tv,twitter,unionpay,usd,username,video,virtual,virus,visa,vlog,voucher,vpn,wallet,web design,webdesign,what we do,wishlist,wix,woocommerce,youtube,predict,sum
200600963Z,B,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,9,2,2,2,25,2,2,2,6,2,2,2,2,2,3,2,4,2,3,42,2,2,2,73,2,2,3,2,2,2,2,2,2,2,2,14,2,2,2,2,17,2,2,2,2,2,2,51,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,2,2,2,2,2,2,56,4,248,5,18,2,2,2,50,2,2,2,2,2,2,2,105,2,2,2,2,2,2,2,2,2,2,2,2,2,12,8,2,2,2,2,2,14,2,4,2,12,10,2,6,2,4,2,14,2,2,41,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,6,44,2,2,2,6,2,2,2,2,2,6,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,72,2,,1383.0
200600963Z,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,14,2,1,1,3,1,1,1,1,1,2,1,2,1,1,13,1,1,1,38,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,28,2,111,1,8,1,1,1,25,1,1,1,1,1,1,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,5,11,1,1,1,1,1,6,1,2,1,6,3,1,3,1,2,1,14,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,21,1,1,1,3,1,1,1,1,1,3,1,1,1,3,4,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,36,1,,660.0
200608429M,C,21,44,1,1,1,7,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,417,411,9,4,1,1,667,442,1,1,55,1,1,1,1,1,2,1,5,1,1,11,1,1,1,400,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,7,1,5,2,1,1,1,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,3,22,1,74,1,1,1,5,1,1,1,1,1,35,10,1,34,7,9,1,1,1,65,1,3,1,3,4,4,1,84,3,13,89,1,1,33,1,36,1,2,1,112,8,706,1,1,3,1,1,1,31,3,1,1,19,31,1,4,1,15,1,1,1,1,1,16,7,7,1,1,1,1,3,1,1,1,1,1,1,1,1,58,1,1,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,9,1,1,20,1,1,1,1,1,1,1,31,1,1,3,,4386.0
200608429M,C,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,11,1,35,2,1,1,1,1,4,1,1,5,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,52,1,1,1,1,10,3,1,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,1,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,15,1,4,3,1,1,1,1,4,5,7,1,1,2,2,1,18,1,1,1,1,1,1,1,1,1,1,3,1,1,10,1,1,1,1,1,3,3,12,2,1,1,1,1,1,1,2,2,3,1,1,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,118,1,1,1,1,34,2,1,1,1,1,35,1,1,1,1,1,1,1,4,,695.0
200608819W,C,5,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,13,2,1,1,2,1,1,1,1,1,6,5,1,1,2,14,1,8,1,62,1,1,1,1,4,2,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,11,1,1,13,1,49,3,4,1,1,1,14,1,1,1,1,1,1,1,35,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1,2,1,1,1,1,4,1,1,1,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,27,1,1,1,13,1,1,1,1,1,1,1,1,1,1,4,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,30,1,,607.0
200608819W,C,91,4,1,1,1,1,1,1,1,1,1,5,1,1,2,1,5,1,1,5,3,5,1,8,17,9,5,310,2,1,1,1,1,1,1,1,1,23,1,4,1,3,3,1,55,1,309,5,5,13,1,3,1,1,7,1,1,1,1,1,1,1,1,1,1,1,11,1,1,1,105,7,4,1,1,1,1,1,1,1,4,5,1,1,3,3,1,12,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,26,3,1271,1,5,1,3,5,74,1,1,1,1,37,9,1,291,3,1,3,1,1,1,1,1,1,3,9,1481,1,27,1,5,3,1,1,1,158,5,8,197,14,602,1,14,1,3,11,5,1,1,77,1,1,89,1,1,1,1,1,1,1,1,1,1,1,1,1,43,1,5,3,2,1,1,1,3,1,1,1,7,2,1,1,1,22,4,1,1006,1,14,1,1,1,1,1,1,3,1,1,1,1,1,1,6,,6758.0
200701672W,B,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,2,2,2,48,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,2,12,2,2,2,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,7,2,107,2,4,2,2,2,60,2,2,2,2,6,2,2,27,2,2,2,2,2,2,2,2,2,2,2,2,2,18,2,2,2,2,2,2,5,2,4,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,,787.0
200704641W,B,7,1,1,1,1,1,19,1,1,1,1,48,1,1,1,1,1,1,1,1,1,1,1,15,8,1,1,5,2,1,1,1,1,1,1,1,1,2,1,12,12,1,7,1,1,1,604,1,1,2,1,1,1,7,1,1,1,1,10,1,1,1,1,1,1,4,8,1,1,1,177,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,1,4,1,1,1,12,1,1,1,7,1,1,43,4,80,7,112,1,1,1,46,2,3,1,3,1,1,1,64,1,2,1,1,1,1,1,1,1,2,1,1,22,1,1,1,1,1,1,1,25,7,1,1,40,4,1,5,1,1,1,5,1,7,14,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,71,1,1,5,2,1,115,1,1,1,1,1,1,1,1,1,1,6,12,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,13,,1874.0
200704641W,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
200706061H,B,3,27,3,3,3,3,3,3,3,3,3,42,3,3,6,4,3,3,3,4,3,3,3,93,12,3,3,67,14,3,3,36,3,3,3,3,3,3,3,16,3,3,28,4,14,3,637,3,3,4,3,3,3,10,3,3,3,3,32,6,3,3,3,3,3,3,12,3,3,3,296,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,12,7,3,3,38,9,3,3,9,3,3,3,12,42,14,172,3,3,3,413,3,10,3,9,3,3,3,27,15,5,15,3,3,3,3,3,3,6,3,9,6,230,3,3,7,3,3,3,29,3,3,3,6,22,3,3,3,7,3,3,3,3,15,6,18,6,3,3,3,3,3,3,4,3,3,3,3,3,3,6,3,9,19,9,3,3,3,3,3,3,3,3,3,3,3,3,14,15,3,15,5,13,3,3,3,3,3,3,3,3,3,10,3,3,3,3,,3123.0
200706061H,B,3,27,3,3,3,3,3,3,3,3,3,21,3,3,6,3,3,3,3,3,3,3,3,93,12,3,3,72,18,3,3,36,3,3,3,3,3,3,3,6,3,3,15,3,15,3,453,3,3,3,3,3,3,9,3,3,3,3,15,6,3,3,3,3,3,3,12,3,3,3,255,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,6,3,3,18,9,3,3,9,3,3,3,12,42,9,171,3,3,3,132,3,9,3,9,3,3,3,27,15,3,15,3,3,3,3,3,3,6,3,9,6,216,3,3,6,3,3,3,9,3,3,3,6,21,3,3,3,6,3,3,3,3,15,6,18,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,12,15,3,15,3,12,3,3,3,3,3,3,3,3,3,12,3,3,3,3,,2478.0
200708401D,B,913,9,3,3,3,3,3,3,3,3,12,313,3,3,21,3,3,7,30,9,3,12,3,1150,42,3,5,131,20,39,3,43,3,3,3,3,3,232,36,74,3,3,87,14,27,3,2692,3,3,5,3,9,3,57,5,3,3,3,50,3,3,7,3,3,3,3,30,3,3,3,1370,52,3,4,3,3,9,3,6,3,3,3,3,3,3,3,3,18,3,3,3,9,7,3,3,4,3,3,3,15,3,3,3,79,3,3,6,12,9,3,616,236,415,56,1275,3,3,6,1618,33,30,3,3,3,52,27,1312,8,9,60,3,3,39,3,12,6,291,68,129,9,252,129,3,32,3,7,3,310,6,63,12,1732,60,3,6,3,42,3,590,3,356,838,22,9,24,3,3,3,3,3,3,3,3,9,21,21,6,3,97,3,6,19,3,3,54,6,3,3,3,3,3,33,3,3,3,214,24,3,3,3,208,3,3,3,3,3,3,3,3,3,3,3,3922,3,3,,23469.0
200708401D,B,304,3,1,1,1,1,1,1,1,1,4,133,1,1,7,1,1,2,12,3,1,4,1,384,14,1,2,39,6,12,1,14,1,1,1,1,1,78,12,22,1,1,21,4,9,1,939,1,1,2,1,2,1,19,2,1,1,1,17,1,1,2,1,1,1,1,10,1,1,1,477,16,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,6,1,1,1,3,1,1,1,2,1,1,1,5,1,1,1,26,1,1,2,4,3,1,218,87,141,18,467,1,1,2,517,15,10,1,1,1,16,9,413,1,3,20,1,1,13,1,4,2,98,23,43,3,83,43,1,10,1,2,1,111,1,22,4,570,21,1,2,1,14,1,197,1,119,276,8,3,8,1,1,1,1,1,1,1,1,3,7,7,2,1,34,1,2,6,1,1,18,2,1,1,1,1,1,11,1,1,1,60,10,1,1,1,82,1,1,1,1,1,1,1,1,1,1,1,1392,1,1,,8003.0
200712702W,C,13,111,3,3,3,3,3,3,3,3,3,173,3,3,6,3,3,16,3,43,3,4,3,108,98,3,3,225,42,15,3,144,3,3,3,3,7,14,3,18,3,3,50,3,74,3,1040,3,3,3,3,5,3,16,11,3,3,3,78,6,3,3,3,3,3,3,90,3,3,3,453,6,3,3,9,3,3,3,3,3,3,3,3,3,3,3,3,36,3,3,3,3,3,3,3,7,3,3,3,12,6,3,3,99,15,6,3,9,3,3,3,18,48,25,246,3,3,6,550,3,33,3,31,3,13,13,110,3,5,15,3,3,3,3,3,3,6,3,32,13,326,3,10,9,3,3,3,31,3,25,3,17,52,3,3,3,15,3,3,3,3,121,30,18,12,3,3,3,3,9,3,7,3,3,3,3,3,3,69,3,8,26,13,3,3,3,3,3,3,3,3,14,3,3,3,25,20,3,6,8,12,3,3,3,3,6,3,3,3,3,3,3,3,3,3,,5532.0
200712702W,C,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,244.0
200721716R,B,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,162,1,1,1,1,1,1,4,1,1,1,1,11,1,1,1,1,1,1,1,10,1,1,1,126,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,16,1,1,1,1,1,1,24,1,93,5,18,1,1,1,37,3,2,1,1,1,1,1,55,1,1,1,1,1,1,1,1,1,1,1,1,1,16,1,1,1,1,1,1,38,1,1,1,11,3,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,20,1,1,10,23,1,1,1,1,1,1,1,1,1,2,10,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,955.0
200721716R,B,28,48,4,4,4,10,4,4,4,4,4,32,4,4,4,4,4,4,4,4,4,13,4,22,58,4,54,471,206,4,4,209,4,4,4,4,8,48,102,32,4,4,98,5,96,4,337,8,4,5,4,24,16,48,8,4,4,8,123,4,4,4,4,4,4,4,58,4,4,4,589,13,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,40,4,4,4,12,4,4,4,5,4,4,4,32,4,4,4,124,4,4,4,4,4,8,586,4,319,40,32,4,4,4,355,11,57,4,48,7,14,7,225,5,8,208,4,4,83,4,17,8,13,8,123,15,486,4,5,13,4,4,4,239,5,17,6,106,769,7,4,4,23,4,12,4,8,109,41,28,1587,4,4,904,4,4,4,4,4,4,4,4,4,4,175,5,9,145,20,4,21,4,4,4,4,6,4,8,4,4,4,45,16,4,4,4,52,4,7,8,4,4,4,16,4,4,4,4,4,4,12,,10594.0
200721716R,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
200722416H,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
200722416H,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
200723733C,C,760,48,4,4,4,13,4,4,4,4,4,15,4,4,4,4,4,4,4,12,4,13,4,12,24,4,133,492,137,4,24,282,4,4,4,4,8,12,113,18,4,4,49,4,38,4,1133,8,4,14,4,8,8,36,8,4,14,4,11,4,4,4,4,4,4,8,24,4,4,4,1397,5,4,4,4,4,5,4,4,4,12,4,4,4,4,4,4,16,4,4,4,12,4,4,4,4,4,12,4,16,4,4,4,15,4,4,4,4,4,8,426,4,352,24,267,4,4,4,257,7,35,4,27,8,24,13,186,5,8,184,4,4,119,4,8,5,10,4,139,15,336,4,6,23,4,4,4,237,4,16,4,109,24,7,4,4,30,4,28,4,16,125,365,7,1758,4,4,713,4,4,4,4,4,4,4,8,4,4,134,4,9,29,7,4,17,4,4,16,4,6,4,8,4,4,4,73,20,12,108,4,4,4,7,16,4,4,4,41,4,4,11,4,20,4,4,,11914.0
200807263Z,C,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,30,2,2,2,2,2,2,2,2,2,25,8,2,2,2,22,2,8,2,92,2,2,4,2,4,2,2,2,2,2,2,6,2,2,2,2,4,2,2,6,2,2,2,9,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,4,6,2,2,2,2,2,2,6,2,2,3,2,2,2,2,2,2,2,4,2,2,2,8,12,14,2,2,2,4,2,6,4,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,2,7,4,4,2,2,2,2,2,4,6,2,7,2,14,25,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,18,2,2,2,2,2,2,2,2,2,6,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,,768.0
200807263Z,C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,1,1,9,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,16,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,2,1,1,1,1,2,6,1,1,1,1,17,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,349.0
200808770H,C,51,42,3,3,3,9,3,3,3,6,3,169,3,3,3,3,63,3,3,3,3,11,3,9,55,3,19,169,14,3,3,140,3,3,3,3,3,36,77,6,3,3,88,3,50,3,441,3,6,19,3,18,6,33,6,3,4,3,46,3,3,8,3,3,3,6,55,3,3,3,405,18,3,7,3,3,3,6,3,3,3,3,3,3,3,3,3,22,3,3,3,9,3,3,3,16,3,6,3,18,3,3,3,51,6,6,3,3,3,10,120,3,9,80,138,3,3,3,242,6,27,3,24,4,31,3,153,3,6,389,3,3,244,3,23,3,3,9,70,3,648,3,6,13,3,3,3,170,3,7,3,89,136,3,5,3,37,3,3,3,6,26,44,38,1613,6,3,730,3,3,3,3,3,3,3,3,3,3,71,4,3,68,18,3,3,10,3,3,3,3,8,12,3,3,3,26,37,9,15,3,4,3,3,16,3,3,3,13,3,3,3,3,3,3,7,,8081.0
200808770H,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
200810692H,B,36,3,7,3,3,3,4,3,6,3,45,510,3,3,4,15,30,3,3,75,24,39,3,21,442,3,13,1753,237,29,3,180,12,3,3,3,3,3,426,46,3,3,102,7,15,3,715,3,3,12,3,11,4,19,3,3,9,3,75,3,3,12,3,3,3,33,42,3,12,3,3594,13,78,6,3,3,4,3,9,3,18,3,3,3,3,15,14,15,3,3,3,12,4,3,3,14,48,3,3,9,21,3,6,145,3,3,3,8,3,9,67,4,2207,354,172,18,3,183,285,51,61,3,3,5,4,3,720,5,35,40,3,3,3,3,15,3,12,3,3,90,31,3,4,3,3,3,6,170,6,7,3,79,9,12,51,3,6,4,9,3,14,112,3,38,189,3,3,6,3,3,3,3,3,9,30,3,32,3,116,30,6,121,13,50,94,3,120,6,3,13,3,15,3,3,3,61,57,3,60,3,137,3,93,9,3,3,3,18,3,3,3,3,6,3,54,,15592.0
200810692H,B,6,7,2,2,2,2,2,2,2,2,5,235,2,2,2,2,2,2,2,2,2,2,2,12,4,2,2,401,2,14,2,8,2,2,2,2,2,6,2,2,2,2,32,2,6,2,1519,2,2,2,2,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2,68,2,6,2,2,2,14,2,2,2,2,2,2,2,2,2,17,2,2,2,2,4,2,2,2,3,4,2,2,2,2,2,2,2,2,2,2,2,3,2,99,2,945,6,66,2,2,2,28,6,2,2,2,3,2,2,183,4,2,2,2,2,2,2,2,2,2,2,2,2,10,6,2,2,2,2,2,69,2,4,2,25,4,4,25,2,2,2,9,2,2,466,2,7,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,4,2,5,103,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,4810.0
200810692H,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0
200811243N,B,5,7,4,4,4,4,10,4,4,4,4,12,4,4,5,4,5,4,4,4,4,6,4,4,16,4,4,229,8,88,4,4,4,4,4,4,4,4,4,5,4,4,104,4,12,4,289,4,4,10,4,23,18,36,4,4,4,4,9,4,4,4,4,4,4,4,16,4,4,4,264,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,16,4,4,8,4,12,4,4,8,16,4,4,4,4,4,4,14,4,4,5,6,4,4,53,4,54,4,68,4,4,4,123,4,45,4,4,4,6,4,254,16,4,5,4,4,4,4,4,4,4,4,5,34,65,5,4,4,4,4,4,75,4,18,4,16,5,4,4,4,10,4,4,4,8,43,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14,13,4,65,4,4,4,4,4,4,4,11,4,9,4,4,4,8,28,4,4,4,58,4,4,4,4,4,4,4,4,4,4,4,4,4,16,,3018.0
